variant_group_id,canonical_question_id,question_id,correct_index,correct_answer,review_status,image_scenario_variant
vg_352c6649a8a0,705,705,2,The driver's field of view is not good enough to allow safe overtaking.,answer_variant_review,false
vg_352c6649a8a0,705,959,1,The drivers field of view is not good enough to allow safe overtaking.,answer_variant_review,false
vg_dbb1e4e3a646,714,714,1,It may be difficult to make out poorly lit vehicles in the dark areas.,answer_variant_review,false
vg_dbb1e4e3a646,714,971,1,Pedestrians crossing in a dark area might be difficult to see.,answer_variant_review,false
vg_e29bba06b4a9,715,715,3,Stop at the line.,answer_variant_review,false
vg_e29bba06b4a9,715,972,1,Proceed after the bus and motorcycle have passed.,answer_variant_review,false
vg_085d690bc48b,715,715,3,Stop at the line.,answer_variant_review,false
vg_085d690bc48b,715,972,1,Proceed after the bus and motorcycle have passed.,answer_variant_review,false
vg_085d690bc48b,715,986,1,Allow the red car to proceed.,answer_variant_review,false
vg_b6c51de72725,718,718,0,There may be oncoming pedestrians.,answer_variant_review,false
vg_b6c51de72725,718,719,0,There may be livestock on the road.,answer_variant_review,false
vg_b6c51de72725,718,720,0,There may be hedge-cutting taking place.,answer_variant_review,false
vg_69408c9f48a8,725,725,3,A vehicle door may open on either side of the street.,answer_variant_review,false
vg_69408c9f48a8,725,726,3,Pedestrians crossing between the vehicles.,answer_variant_review,false
vg_69408c9f48a8,725,985,1,Pedestrians crossing between vehicles.,answer_variant_review,false
vg_e618cb647fab,729,729,2,That the load is evenly spread.,answer_variant_review,false
vg_e618cb647fab,729,1287,2,That the trailer coupling is attached securely.,answer_variant_review,false
vg_a2eb3392d356,770,770,1,An indicator bulb may have blown.,answer_variant_review,false
vg_a2eb3392d356,770,1205,3,An indicator bulb has blown.,answer_variant_review,false
vg_c4ccf0710073,779,779,2,It lubricates the engine.,answer_variant_review,false
vg_c4ccf0710073,779,1214,0,It lubricates the engine components.,answer_variant_review,false
vg_99b9335b5b37,796,796,1,750 kg,answer_variant_review,false
vg_99b9335b5b37,796,845,1,750kg.,answer_variant_review,false
vg_cf86aa483c3e,824,824,0,Drivers must keep left of the continuous white line.,answer_variant_review,false
vg_cf86aa483c3e,824,923,1,A driver must not cross the line.,answer_variant_review,false
vg_8fa3c10a55fb,975,975,0,Wait and allow the oncoming vehicle to pass.,answer_variant_review,false
vg_8fa3c10a55fb,975,976,2,Proceed before the truck.,answer_variant_review,false
vg_1dfd56e58277,979,979,1,The motorcyclist may suddenly brake.,answer_variant_review,false
vg_1dfd56e58277,979,980,1,The driver following the motorcycle may need a longer braking distance than normal.,answer_variant_review,false
vg_f1e1e7e00159,983,983,1,Because wheel-spray may impair visibility.,answer_variant_review,false
vg_f1e1e7e00159,983,984,2,Because stopping distances are greater.,answer_variant_review,false
vg_439d55b7bc67,1071,1071,3,There will be a decrease in road noise in the vehicle.,answer_variant_review,false
vg_439d55b7bc67,1071,1072,2,Steering will seem lighter.,answer_variant_review,false
vg_52f0dea0cbdc,1100,1100,1,Comply with the speed limit on the road the driver is joining.,answer_variant_review,false
vg_52f0dea0cbdc,1100,1106,2,Obey the posted speed limit.,answer_variant_review,false
vg_07bc105cd756,1132,1132,1,Watch for cyclists or pedestrians who may try to cross the road in front of the vehicle.,answer_variant_review,false
vg_07bc105cd756,1132,1133,1,Watch for cyclists or pedestrians on the left.,answer_variant_review,false
vg_36236ac11587,1144,1144,0,Check for pedestrians or cyclists who may have come up on the inside.,answer_variant_review,false
vg_36236ac11587,1144,1320,3,Cyclists might come up on the inside.,answer_variant_review,false
vg_ac46f6c94f40,1145,1145,0,Vehicles may drive or reverse onto the road.,answer_variant_review,false
vg_ac46f6c94f40,1145,1146,2,Children or residents may come out suddenly.,answer_variant_review,false
vg_33e2c3c01496,1155,1155,2,Cyclists are much more vulnerable in poor lighting conditions.,answer_variant_review,false
vg_33e2c3c01496,1155,1156,2,A driver should take extra care for cyclists and pedestrians in the countryside as they may not be clearly visible.,answer_variant_review,false
vg_4d2001df47c1,1157,1157,1,That there could be vulnerable pedestrians walking in the countryside.,answer_variant_review,false
vg_4d2001df47c1,1157,1158,1,Schoolchildren are more vulnerable on unlit country roads on dark winter mornings and evenings.,answer_variant_review,false
vg_bf4e251b17cb,1246,1246,1,Increased road safety.,answer_variant_review,false
vg_bf4e251b17cb,1246,1247,2,Reduced emissions.,answer_variant_review,false
vg_a326b4477f80,1297,1297,0,Turn on the hazard warning lights.,answer_variant_review,false
vg_a326b4477f80,1297,1298,2,Wear reflective clothing if available.,answer_variant_review,false
vg_6add0f0bc56a,1314,1314,2,Engage a lower gear.,answer_variant_review,false
vg_6add0f0bc56a,1314,1315,1,Pump the brake pedal rapidly.,answer_variant_review,false
